positive__ref_0aac803f2649bb5d	ref_5d0646e8a8d58bb9	90.7	421	1350	475	22	442	5.35e-231	635
positive__ref_0aac803f2649bb5d	ref_bb350842ed6a7154	90.7	399	1350	432	1	399	5.76e-220	605
positive__ref_0aac803f2649bb5d	ref_2c9f16c972f5f21a	82.5	401	1350	435	3	402	2.45e-198	551
positive__ref_0aac803f2649bb5d	ref_d88e4bb9ca1fca65	77.4	297	1350	452	25	320	2.47e-163	462
positive__ref_0aac803f2649bb5d	ref_76776d704df92c55	65.7	353	1350	339	7	339	2.42e-160	451
positive__ref_0aac803f2649bb5d	ref_81a8d16390b2276b	53.9	375	1350	455	28	379	3.07e-123	360
positive__ref_0aac803f2649bb5d	ref_dbe7ae81ca758437	59.7	352	1350	424	4	349	2.59e-122	357
positive__ref_0aac803f2649bb5d	ref_00dc2f0dc3b242a2	51.9	370	1350	418	4	344	1.95e-120	352
positive__ref_0ad6ede5ef28ef45	ref_0ad6ede5ef28ef45	100	576	1728	576	1	576	0.0	1175
positive__ref_0ad6ede5ef28ef45	ref_b37a66fa6eb8e4e8	98.8	576	1728	576	1	576	0.0	1164
positive__ref_0ad6ede5ef28ef45	ref_da15e5c8e1f41b48	69.0	546	1728	578	32	577	1.33e-289	793
positive__ref_0ad6ede5ef28ef45	ref_cf6c8ed831f1681c	37.9	132	1728	419	45	172	9.38e-21	88.6
positive__ref_0ad6ede5ef28ef45	ref_7a6ff74869e4c5c0	26.8	314	1728	362	87	362	6.34e-18	79.3
positive__ref_0b917050272cb84e	ref_0b917050272cb84e	100	402	1293	431	1	402	1.07e-261	710
positive__ref_0b917050272cb84e	ref_3617e7ffea570136	99.2	392	1293	421	1	392	6.11e-254	690
positive__ref_0b917050272cb84e	ref_2211227bb80407e3	90.5	368	1293	417	20	387	4.38e-225	617
positive__ref_0b917050272cb84e	ref_9f542b6bf486c62d	78.9	380	1293	437	29	408	7.38e-198	549
positive__ref_0b917050272cb84e	ref_b2c192480cc914c8	65.9	370	1293	457	55	423	1.65e-147	422
positive__ref_0b917050272cb84e	ref_5d8ee3de0c898aef	64.3	381	1293	447	37	415	2.37e-147	421
positive__ref_0b917050272cb84e	ref_b1725279fbf5560c	64.8	378	1293	443	37	410	4.16e-147	420
positive__ref_0b917050272cb84e	ref_dbe7ae81ca758437	64.1	379	1293	424	15	392	1.26e-146	418
positive__ref_0b917050272cb84e	ref_eab266ccd0d963ee	63.6	387	1293	432	15	400	2.33e-146	418
positive__ref_0b917050272cb84e	ref_121cccf28700aa3c	59.7	412	1293	472	29	439	1.77e-145	417
positive__ref_0be02ceeb99a1b44	ref_0be02ceeb99a1b44	100	151	453	151	1	151	5.38e-111	306
positive__ref_0d0fac75917011d9	ref_0d0fac75917011d9	100	567	1701	567	1	567	0.0	1092
positive__ref_0d0fac75917011d9	ref_860962428a76fd8c	41.1	302	1701	433	39	330	3.29e-62	205
positive__ref_0d0fac75917011d9	ref_dd6ae584bd02dc90	34.6	413	1701	492	31	414	6.84e-60	201
positive__ref_0d0fac75917011d9	ref_e63e203d65437aef	34.5	391	1701	488	40	416	1.21e-59	200
positive__ref_0d0fac75917011d9	ref_8280c4cfc81ca598	28.8	577	1701	635	17	555	2.73e-46	166
positive__ref_0d0fac75917011d9	ref_92dc51446dc54cb4	32.3	161	1701	491	317	469	2.01e-10	56.6
positive__ref_0d0fac75917011d9	ref_5717fd585af4cb5e	42.3	71	1701	494	348	418	2.47e-09	53.1
positive__ref_0da05a31259b5c69	ref_0da05a31259b5c69	100	213	678	226	1	213	3.27e-151	414
positive__ref_0da05a31259b5c69	ref_1f76bcfc97811a20	77.3	207	678	231	17	223	1.15e-113	319
positive__ref_0da05a31259b5c69	ref_b74910e6f221f2fc	77.3	207	678	231	17	223	1.64e-113	318
positive__ref_0da05a31259b5c69	ref_e9da5f15bd7ba8b8	78.7	207	678	230	17	222	1.84e-112	316
positive__ref_0da05a31259b5c69	ref_f3054d7741663eac	81.2	191	678	200	2	192	7.19e-110	308
positive__ref_0da05a31259b5c69	ref_fe2b8457566f81cc	56.3	199	678	218	24	217	7.80e-73	215
positive__ref_0da05a31259b5c69	ref_1d22c868245e4136	55.4	184	678	194	7	188	5.90e-67	199
positive__ref_0da05a31259b5c69	ref_be107e926ea1f227	48.0	200	678	197	5	195	1.06e-52	163
positive__ref_0da05a31259b5c69	ref_4ad823e35a7ad542	48.0	200	678	213	21	211	1.71e-52	163
positive__ref_0e3de9e5bf59160c	ref_0e3de9e5bf59160c	100	424	1365	455	1	424	5.95e-278	753
positive__ref_0e3de9e5bf59160c	ref_81a8d16390b2276b	90.8	424	1365	455	1	424	3.88e-246	673
positive__ref_0e3de9e5bf59160c	ref_58cd4b53cb682fec	87.1	395	1365	432	6	400	1.91e-224	617
positive__ref_0e3de9e5bf59160c	ref_2d40d58446d0d51e	72.6	394	1365	427	6	396	1.16e-171	483
positive__ref_0e3de9e5bf59160c	ref_245d31b0fba31af2	74.2	365	1365	417	20	384	2.52e-168	474
positive__ref_0e3de9e5bf59160c	ref_52494c310ff28629	64.9	325	1365	403	10	330	1.79e-147	421
positive__ref_0e3de9e5bf59160c	ref_00dc2f0dc3b242a2	60.2	389	1365	418	8	386	1.46e-142	409
positive__ref_0e3de9e5bf59160c	ref_2211227bb80407e3	67.3	330	1365	417	19	347	5.69e-142	407
positive__ref_0e3de9e5bf59160c	ref_3617e7ffea570136	65.1	364	1365	421	34	391	1.31e-141	406
positive__ref_0e3de9e5bf59160c	ref_0b917050272cb84e	65.1	364	1365	431	44	401	1.82e-141	406
positive__ref_0e744bf7726a7e3f	ref_0e744bf7726a7e3f	100	309	927	309	1	309	1.59e-238	641
positive__ref_0eb17823ccec085a	ref_0eb17823ccec085a	100	283	849	283	1	283	1.89e-217	586
positive__ref_0eb17823ccec085a	ref_34b930781cbb3d9b	99.6	283	849	283	1	283	1.56e-216	583
positive__ref_0f96f783d31a4f6f	ref_0f96f783d31a4f6f	100	348	1044	348	1	348	5.67e-254	684
positive__ref_1158684b659e57bd	ref_1158684b659e57bd	100	301	903	301	1	301	1.18e-220	595
positive__ref_1158684b659e57bd	ref_e53905c4de26e739	99.0	301	903	319	19	319	1.10e-218	591
positive__ref_1158684b659e57bd	ref_a54bad3ec73c049e	92.7	301	903	301	1	301	4.88e-204	553
positive__ref_1158684b659e57bd	ref_cc22df287b07a27f	99.2	261	903	262	2	262	9.34e-195	528
positive__ref_1158684b659e57bd	ref_66caa7f60c46263a	98.5	261	903	273	2	262	3.29e-193	525
positive__ref_1158684b659e57bd	ref_475978f66b115189	98.9	261	903	261	2	261	3.51e-192	522
positive__ref_1158684b659e57bd	ref_d4c4ad6b30710b47	95.0	261	903	270	2	262	1.74e-185	505
positive__ref_1158684b659e57bd	ref_118b740be61af9b7	94.6	261	903	262	2	262	5.30e-185	504
positive__ref_1158684b659e57bd	ref_daf3aed624e4a70c	93.1	261	903	261	1	261	2.82e-182	497
positive__ref_1158684b659e57bd	ref_622f654e005640ba	92.3	261	903	262	2	262	6.89e-181	493
positive__ref_118b740be61af9b7	ref_118b740be61af9b7	100	262	786	262	1	262	8.22e-197	532
positive__ref_118b740be61af9b7	ref_d4c4ad6b30710b47	99.6	262	786	270	1	262	4.49e-196	530
positive__ref_118b740be61af9b7	ref_daf3aed624e4a70c	98.5	261	786	261	1	261	3.61e-193	523
positive__ref_118b740be61af9b7	ref_622f654e005640ba	97.7	262	786	262	1	262	1.07e-192	521
positive__ref_118b740be61af9b7	ref_a54bad3ec73c049e	97.7	261	786	301	41	301	3.70e-191	519
positive__ref_118b740be61af9b7	ref_444cfb0379bfdb0f	97.3	261	786	271	3	263	1.44e-190	516
positive__ref_118b740be61af9b7	ref_4cffecb56b06d734	97.3	262	786	261	1	261	2.85e-190	515
positive__ref_118b740be61af9b7	ref_66caa7f60c46263a	95.4	262	786	273	1	262	2.10e-188	511
positive__ref_118b740be61af9b7	ref_3c9b19bd7d27d461	96.2	262	786	262	1	262	3.31e-187	508
positive__ref_118b740be61af9b7	ref_cc22df287b07a27f	94.7	262	786	262	1	262	4.70e-187	507
positive__ref_121cccf28700aa3c	ref_121cccf28700aa3c	100	472	1416	472	1	472	2.91e-289	783
positive__ref_121cccf28700aa3c	ref_acc5e0ac47b0d70f	87.0	439	1416	462	1	430	6.49e-244	668
positive__ref_121cccf28700aa3c	ref_8e250266ee6a0c33	86.1	439	1416	465	1	433	5.92e-243	666
positive__ref_121cccf28700aa3c	ref_49b41b86a01bd72d	84.0	445	1416	473	1	441	1.01e-238	655
positive__ref_121cccf28700aa3c	ref_38385c9ea89cbc85	84.6	442	1416	469	1	437	5.85e-237	651
positive__ref_121cccf28700aa3c	ref_5d8ee3de0c898aef	88.8	418	1416	447	4	415	1.06e-236	649
positive__ref_121cccf28700aa3c	ref_8aff64b1c4667299	83.0	446	1416	474	1	442	2.70e-234	644
positive__ref_121cccf28700aa3c	ref_b1725279fbf5560c	86.9	420	1416	443	3	410	3.54e-234	643
positive__ref_121cccf28700aa3c	ref_b2c192480cc914c8	82.9	438	1416	457	1	423	8.38e-234	642
positive__ref_121cccf28700aa3c	ref_dbe7ae81ca758437	89.8	394	1416	424	1	392	1.43e-226	623
positive__ref_12c59fe9dab495ee	ref_12c59fe9dab495ee	100	290	870	290	1	290	1.47e-204	554
positive__ref_12c59fe9dab495ee	ref_e70d974583e409f5	78.9	280	870	304	24	303	3.17e-154	427
positive__ref_12c59fe9dab495ee	ref_06e97c97cbe6460a	79.1	263	870	292	9	270	4.36e-142	396
positive__ref_12c59fe9dab495ee	ref_4fa4b4141918af4a	68.6	283	870	280	5	280	3.97e-128	360
positive__ref_12c59fe9dab495ee	ref_d542ffdfb244a4ab	65.5	284	870	298	10	293	5.70e-125	353
positive__ref_12c59fe9dab495ee	ref_bf158b9eed4482a1	54.0	263	870	302	42	300	5.85e-86	254
positive__ref_12c59fe9dab495ee	ref_b600d7caa5dd8efe	56.7	245	870	310	48	291	2.13e-85	253
positive__ref_12c59fe9dab495ee	ref_629acbe073ac138d	56.1	246	870	278	5	248	3.11e-85	251
positive__ref_12c59fe9dab495ee	ref_14256cdaa3ae2c99	53.8	262	870	296	36	294	6.31e-84	248
positive__ref_12c59fe9dab495ee	ref_affdf841b374c6ec	50.0	288	870	298	12	296	1.35e-83	248
positive__ref_133a7ab2af2b15f6	ref_133a7ab2af2b15f6	100	290	870	290	1	290	8.01e-218	587
positive__ref_133a7ab2af2b15f6	ref_ecd9a2947c1aa312	100	281	870	308	28	308	1.44e-213	577
positive__ref_133a7ab2af2b15f6	ref_3036609e6d0ee118	64.5	273	870	307	36	307	3.74e-130	366
positive__ref_133a7ab2af2b15f6	ref_3b08cfb497ed47a0	63.9	280	870	304	29	304	9.11e-128	360
positive__ref_133a7ab2af2b15f6	ref_269cc3da0b2aabb8	66.1	280	870	292	15	292	8.07e-126	355
positive__ref_133a7ab2af2b15f6	ref_bf158b9eed4482a1	62.3	281	870	302	29	302	6.55e-125	353
positive__ref_133a7ab2af2b15f6	ref_7ea6f7a49131fe38	62.9	264	870	304	42	304	5.72e-124	350
positive__ref_133a7ab2af2b15f6	ref_80fb44f113a36b5f	63.7	267	870	307	42	307	1.27e-123	350
positive__ref_133a7ab2af2b15f6	ref_8f0841c0d749b46c	61.1	275	870	316	43	316	2.00e-122	347
positive__ref_133a7ab2af2b15f6	ref_b600d7caa5dd8efe	59.6	270	870	310	42	310	1.45e-118	337
